id,year,author_or_institution,title,source_type,book_use,url
rsd-206,1997,U.S. Department of State / Nicholas Burns,Daily Press Briefing — June 4 1997,primary_official,Exact Burns Red Sox suffering language: bitter Boston; novenas; resuscitation; patron saint of lost causes,https://1997-2001.state.gov/briefings/9706/970604db.html
rsd-207,2012,Chicago Council on Global Affairs / Atlantic Council / Nicholas Burns,In Jeopardy? Europe and the Transatlantic Alliance transcript,primary_event_transcript,Post-2004/2007 self-definition of Red Sox Nation through suffering; Theo Epstein/Cubs bridge; Yankees rivalry,https://www.atlanticcouncil.org/wp-content/uploads/2012/03/Burns_Transcript.pdf
rsd-208,2007,U.S. Department of State State Magazine,Q&A with Under Secretary for Political Affairs R. Nicholas Burns,institutional_profile,Independent State Department framing of Burns as seasoned in patience through card-carrying Red Sox Nation identity,https://2001-2009.state.gov/documents/organization/91629.pdf
rsd-209,2024,Harvard Kennedy School,U.S. Ambassador to China Nicholas Burns to deliver 2024 Harvard Kennedy School graduation address,institutional_profile,Institutional recognition that lifelong Red Sox devotion remained central shorthand for Burns public identity,https://www.hks.harvard.edu/announcements/us-ambassador-china-nicholas-burns-deliver-2024-harvard-kennedy-school-graduation
rsd-210,2025,Davidson College / student witness,My Day at Davidson with Ambassador to China Nicholas Burns,near_primary_witness,Small-scale current example of Red Sox-Yankees talk creating a brief Boston-to-Boston social register before policy discussion,https://www.davidson.edu/news/2025/09/23/my-day-davidson-ambassador-china-nicholas-burns
rsd-211,2014,Boston Red Sox / MLB,Longtime Red Sox public relations head Dick Bresciani passes away,institutional_archive_context,Establishes Bresciani public-relations/public-affairs and institutional-memory role; narrows Greece support archival target without claiming participation,https://www.mlb.com/news/longtime-red-sox-public-relations-head-dick-bresciani-passes-away/c-102858356
rsd-212,n.d.,Boston Red Sox / MLB,Fenway Park Living Museum — General Managers,institutional_archive_context,Dan Duquette 1994-2002 baseball-operations context and international-scouting expansion; secondary Greece archive route,https://www.mlb.com/redsox/ballpark/museum/personalities/general-managers
rsd-213,n.d.,Boston Red Sox / MLB,Fenway Park Timeline 2000-2009,institutional_archive_context,Identifies John Harrington as CEO during period when contemporaneous reports said club support for Greek baseball was pledged,https://www.mlb.com/redsox/ballpark/museum/timeline/2000-2009
rsd-214,2004,U.S. Department of State,Bureau of European and Eurasian Affairs remarks index — 2004,primary_official_index,Negative-source audit around Oct 27-28 2004; no obvious indexed Burns appearance between Oct 13 and Nov 4; does not establish location,https://2001-2009.state.gov/p/eur/rls/rm/c11132.htm
rsd-215,2004,NATO,NATO Press Releases 2004,primary_official_index,Late-October NATO public-event cross-check for championship-night gap; no direct Burns reaction recovered,https://www.nato.int/docu/pr/2004/index.html
rsd-216,2004,NATO,NATO Speeches 2004,primary_official_index,Late-October NATO transcript cross-check for championship-night gap; preserves uncertainty rather than inferring whereabouts,https://www.nato.int/docu/speech/2004/index.html
