id,year,author_or_institution,title,source_type,book_use,url
rsd-232,1999,American School of Classical Studies at Athens,Newsletter Winter 1999,contemporaneous_institutional,Elizabeth Baylies-Burns explicitly co-hosts Embassy Residence Gennadeion fundraising dinner; event produces $70000 in pledges,https://www.ascsa.edu.gr/uploads/media/Newsletter_Winter_1999.pdf
rsd-233,2000,U.S. Department of State State Magazine,New Look Transforms Athens Embassy,primary_institutional,Photographic evidence placing Elizabeth Allen Baylies with Burns and sculptor Papayiannis in Marshall statue / embassy cultural-representation project,https://1997-2001.state.gov/publications/statemag/statemag_jul2000/feature5.html
rsd-234,2002,eKathimerini,President inaugurates a project of MDA Hellas,contemporaneous_reporting,Identifies Elizabeth Baylies-Burns as MDA Hellas honorary president and instigator of specialized neuromuscular-unit project,https://www.ekathimerini.com/culture/9992/president-inaugurates-a-project-of-mda-hellas/
rsd-235,2018,Muscular Dystrophy News / Larry Luxner,MDA Hellas Gives Greek SMA Duchenne Patients Reason to Hope,retrospective_reporting,Says MDA Hellas was established in 2000 with help from Elizabeth Baylies-Burns; traces institutional afterlife,https://musculardystrophynews.com/news/mda-hellas-gives-greek-sma-duchenne-patients-reason-to-hope/
rsd-236,2003,eKathimerini,Three landmark concerts to raise money for charity organizations,contemporaneous_reporting,Confirms Baylies-Burns remained honorary president of MDA Hellas as organization raised funds for second unit,https://www.ekathimerini.com/culture/17089/three-landmark-concerts-to-raise-money-for-charity-organizations/
rsd-237,1999,Connecticut College Magazine,Fall 1999 alumni class note,contemporaneous_alumni_reporting,Contemporary peer-community description of Libby in Athens and couple working to build bridges between United States and Greece; supporting texture only,https://fileserver-az.core.ac.uk/download/pdf/46709626.pdf
rsd-238,2022,Foreign Affairs / Nicholas Burns,Alone in Beijing: A View From the Embassy,first_person_interview,Burns describes zero-COVID arrival and 21-day quarantine as shared experience with wife Libby; establishes China posting household context,https://www.foreignaffairs.com/podcasts/alone-beijing-view-embassy-nicholas-burns
rsd-239,2023,Christian Science Monitor / Ann Scott Tyson,Bush House: How the US ambassador's home in China got its name,contemporaneous_reporting_and_interview,Burns describes walking to Tiananmen with Libby; both studying Chinese; second-class train conversations; local Beijing soccer outing and green scarves,https://www.csmonitor.com/World/Asia-Pacific/2023/1024/Bush-House-How-the-US-ambassador-s-home-in-China-got-its-name
rsd-240,2024,Rachel Meets China / Rachel Weiss,Meeting the U.S. Ambassador to China: An Art Exhibition Experience,near_primary_eyewitness,Attendee says Libby conceived residence event featuring Chinese and China-inspired artists and introduced artists; use with explicit eyewitness attribution,https://rachelmeetschina.com/2024/10/16/meeting-the-u-s-ambassador-to-china-an-art-exhibition-experience/
rsd-241,n.d.,Meadowbrook Studio,Paintings in US Embassy in Beijing Republic of China,artist_first_person,Artist says Burns and Libby personally selected two works for State Art in the Embassies display at Beijing residence; corroborates shared residence-curation role,https://meadowbrookstudio.com/
rsd-242,2024,Wild Beijing / Ambassadors for Nature,US Ambassador hosts Ambassadors for Nature event in Beijing,local_institutional,Documents Burns and Elizabeth Baylies jointly hosting residence event with Chinese academics diplomats and PhD students around Beijing biodiversity,https://wildbeijing.org/tag/us-ambassador/
rsd-243,2024,CSIS / Nicholas Burns,Ambassador Nicholas Burns on the U.S.-China Relationship,first_person_event_transcript,Burns describes living traveling and trying to learn Mandarin in China as shared experience with Libby,https://www.csis.org/analysis/ambassador-nicholas-burns-us-china-relationship
rsd-244,2024,CBS News / 60 Minutes,China's crackdown on American businesses leaves investors wary,first_person_broadcast_transcript,Documents Burns and Libby walking local Beijing park and Burns recalling shared 21-day arrival quarantine,https://www.cbsnews.com/news/china-crackdown-on-american-business-leaves-investors-in-us-wary-60-minutes-transcript/
rsd-245,2026,China Daily / Dahe,Foreign policies of China US offer a stark contrast,secondary_report_verification_lead,Reports Burns attributing substantive China lesson to Libby at March 2 Asia Society event; do not use as primary quotation until event video transcript verified,https://5g.dahe.cn/en/202603272072304
rsd-246,1981,Historic American Buildings Survey / U.S. Military Academy,United States Military Academy HABS historical report,primary_federal_archive,Credits Libby Baylies Burns with Katherin Grandine for assembling West Point structures inventory during summer 1981; establishes pre-diplomatic historic-preservation work,https://tile.loc.gov/storage-services/master/pnp/habshaer/ny/ny1300/ny1393/data/ny1393data.pdf
rsd-247,1982,Library of Congress / HABS-HAER,Watertown Arsenal Watertown Middlesex County Massachusetts,primary_federal_archive,Credits Baylies Libby as historian; underlying report identifies Libby Baylies Burns and Betsy Bahr as field historians conducting research inventory evaluation and preservation recommendations,https://www.loc.gov/pictures/item/ma1291/
rsd-248,1982,HABS-HAER / Library of Congress,Watertown Arsenal Building No. 142 bibliography,primary_federal_archive,Connects Libby Baylies draft National Register nomination with Libby Baylies Burns and Betsey Bahr Watertown Arsenal federal survey; strong naming/provenance link,https://tile.loc.gov/storage-services/master/pnp/habshaer/ma/ma1600/ma1639/data/ma1639data.pdf
rsd-249,2015,NASA,The First A: The Other NASA,federal_secondary_history,Later NASA institutional history cites Libby Baylies Burns and Betsy Bahr Watertown Arsenal HAER study; demonstrates scholarly/federal afterlife of preservation work,https://www.nasa.gov/wp-content/uploads/2015/04/NASAsFirstA-508-ebook.pdf
