id,year,author_or_institution,title,source_type,book_use,url
aatw-ch16-001,2019,Alexey Guzey,Matthew Walker's Why We Sleep Is Riddled with Scientific and Factual Errors,Independent source audit,Specific disputed WHO recommendation epidemic percentage and epidemiology claims plus correction history,https://guzey.com/books/why-we-sleep/
aatw-ch16-002,2017,Simon & Schuster,Why We Sleep by Matthew Walker,Publisher book page,Primary publisher context for the book's public claims and positioning,https://www.simonandschuster.com/books/Why-We-Sleep/Matthew-Walker/9781501144325
aatw-ch16-003,2020,National Sleep Foundation,How Much Sleep Do You Really Need,Health guidance,Adult sleep-duration ranges used to distinguish a range recommendation from a universal eight-hour threshold,https://www.thensf.org/how-many-hours-of-sleep-do-you-really-need/
aatw-ch17-001,2023,NASA,Science in Space Week of Sept 15 2023 Sleep on Station,Government research summary,ISS circadian misalignment frequency sleep-duration decrement critical-operation association and reaction-time findings,https://www.nasa.gov/humans-in-space/science-in-space-week-of-sept-15-2023-sleep-on-station
aatw-ch17-002,2003,NASA; Neri et al.,Sleep Circadian Rhythms and Performance During Space Shuttle Missions,Government technical report,Shuttle sleep duration circadian disturbance neurobehavioral performance and melatonin findings,https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/20030068197.pdf
aatw-ch17-003,2025,NASA,Risk from Inadequate Sleep and Irregular Schedules,Government human-system risk guidance,Formal spaceflight risk framing ISS engineered lighting and sixteen daily sunrise-sunset cycles,https://www.nasa.gov/reference/risk-from-inadequate-sleep-and-irregular-schedules/
aatw-ch17-004,2026,NASA,Fatigue Countermeasures Laboratory,Government laboratory overview,NASA institutional treatment of circadian misalignment sleep loss sleep inertia and fatigue as performance and safety engineering problems,https://www.nasa.gov/human-systems-integration-division/human-performance/fatigue-countermeasures-laboratory/
aatw-ch17-005,2023,NASA,Astronaut Sleep Duration Varies by Timing of Scheduled Sleep,Government research abstract,Recent ISS actigraphy sample and approximately six-hour in-flight sleep context,https://ntrs.nasa.gov/citations/20230003916
aatw-ch18-001,2011,Mah et al.,The effects of sleep extension on the athletic performance of collegiate basketball players,Peer-reviewed primary research,Eleven-player Stanford sleep-extension protocol sprint shooting reaction-time sleepiness and mood outcomes,https://pubmed.ncbi.nlm.nih.gov/21731144/
aatw-ch18-002,2021,Walsh et al.,Sleep and the athlete narrative review and 2021 expert consensus recommendations,Peer-reviewed expert consensus,Athlete sleep risk factors evidence limitations and individualized rather than one-size-fits-all recommendations,https://pubmed.ncbi.nlm.nih.gov/33144349/
aatw-ch18-003,2021,Silva et al.,Sleep extension in athletes what we know so far a systematic review,Peer-reviewed systematic review,Counterevidence on small evidence base risk of bias and very-low-to-moderate evidence quality for performance outcomes,https://pubmed.ncbi.nlm.nih.gov/33352457/
aatw-ch18-004,2021,Biggins et al.,Sleep health and well-being in elite athletes from different sports before during and after international competition,Peer-reviewed observational study,Competition-period sleep difficulty and health and mood associations with observational limitations,https://pubmed.ncbi.nlm.nih.gov/33251907/
